RHEA_ID	DIRECTION	MASTER_ID	ID
31180	LR	31179	R-HSA-77254.2
31185	RL	31183	R-HSA-77309.2
31188	LR	31187	R-HSA-77342.2
31193	RL	31191	R-HSA-77344.2
31196	LR	31195	R-HSA-77331.2
31201	RL	31199	R-HSA-77333.2
31205	RL	31203	R-HSA-77329.2
31208	LR	31207	R-HSA-77327.2
31212	LR	31211	R-HSA-2408551.1
31240	LR	31239	R-HSA-190182.1
31284	LR	31283	R-HSA-188467.2
31564	LR	31563	R-HSA-266046.2
31576	LR	31575	R-HSA-2395849.2
31576	LR	31575	R-HSA-2395869.2
31584	LR	31583	R-HSA-2395818.2
31765	RL	31763	R-HSA-1237102.2
31980	LR	31979	R-HSA-139970.2
32064	LR	32063	R-HSA-2395876.2
32064	LR	32063	R-HSA-2395879.2
32144	LR	32143	R-HSA-8932851.1
32144	LR	32143	R-HSA-8952726.1
32144	LR	32143	R-HSA-8959781.1
32145	RL	32143	R-HSA-352136.1
32145	RL	32143	R-HSA-375768.1
32145	RL	32143	R-HSA-375770.1
32145	RL	32143	R-HSA-375776.1
32145	RL	32143	R-HSA-375790.1
32228	LR	32227	R-HSA-6806966.2
32232	LR	32231	R-HSA-6806967.2
32752	LR	32751	R-HSA-444433.1
32752	LR	32751	R-HSA-549129.1
32752	LR	32751	R-HSA-549279.3
32753	RL	32751	R-HSA-549322.1
32753	RL	32751	R-HSA-561054.3
32753	RL	32751	R-HSA-6797956.1
32800	LR	32799	R-HSA-507873.2
32801	RL	32799	R-HSA-444126.1
32801	RL	32799	R-HSA-507875.2
32832	LR	32831	R-HSA-3000238.1
33100	LR	33099	R-HSA-351207.1
33208	LR	33207	R-HSA-508040.1
33508	LR	33507	R-HSA-428676.1
33656	LR	33655	R-HSA-879585.1
33741	RL	33739	R-HSA-5696080.2
34000	LR	33999	R-HSA-195690.1
34092	LR	34091	R-HSA-5696408.1
34288	LR	34287	R-HSA-5662692.1
34904	LR	34903	R-HSA-2408556.1
34921	RL	34919	R-HSA-199626.1
34928	LR	34927	R-HSA-2408542.1
34964	LR	34963	R-HSA-2730664.2
34965	RL	34963	R-HSA-2671885.2
34965	RL	34963	R-HSA-2672334.2
34965	RL	34963	R-HSA-3295580.1
34965	RL	34963	R-HSA-426223.1
34965	RL	34963	R-HSA-5576895.2
34980	LR	34979	R-HSA-170026.4
34980	LR	34979	R-HSA-2534378.1
34981	RL	34979	R-HSA-1222516.1
34981	RL	34979	R-HSA-74723.1
34985	RL	34983	R-HSA-8875871.1
35000	LR	34999	R-HSA-163215.2
35000	LR	34999	R-HSA-5672027.3
35017	RL	35015	R-HSA-3165230.3
35021	RL	35019	R-HSA-352191.1
35021	RL	35019	R-HSA-376200.1
35032	LR	35031	R-HSA-8932980.1
35033	RL	35031	R-HSA-352191.1
35033	RL	35031	R-HSA-376200.1
35040	LR	35039	R-HSA-549322.1
35041	RL	35039	R-HSA-549129.1
35208	LR	35207	R-HSA-2509816.3
35212	LR	35211	R-HSA-2509793.3
35301	RL	35299	R-HSA-548818.1
35316	LR	35315	R-HSA-548814.1
35328	LR	35327	R-HSA-548815.1
35353	RL	35351	R-HSA-548831.2
35588	LR	35587	R-HSA-196950.2
35648	LR	35647	R-HSA-3244614.1
36316	LR	36315	R-HSA-390425.2
36316	LR	36315	R-HSA-390438.2
36476	LR	36475	R-HSA-548800.1
36496	LR	36495	R-HSA-70420.3
36516	LR	36515	R-HSA-548830.1
37049	RL	37047	R-HSA-428007.1
37108	LR	37107	R-HSA-5694126.1
37336	LR	37335	R-HSA-73618.2
37340	LR	37339	R-HSA-73620.2
37460	LR	37459	R-HSA-1855216.2
37468	LR	37467	R-HSA-1855157.2
37468	LR	37467	R-HSA-1855194.2
38168	LR	38167	R-HSA-8848582.2
38176	LR	38175	R-HSA-8848585.1
39009	RL	39007	R-HSA-8876731.1
39120	LR	39119	R-HSA-2066787.1
39132	LR	39131	R-HSA-2066788.1
39748	LR	39747	R-HSA-5250531.2
39749	RL	39747	R-HSA-265443.1
39749	RL	39747	R-HSA-8951850.1
40456	LR	40455	R-HSA-192056.1
40460	LR	40459	R-HSA-389889.2
40460	LR	40459	R-HSA-389891.1
40716	LR	40715	R-HSA-75879.2
41337	LR	41336	R-HSA-2161950.2
41573	LR	41572	R-HSA-2161779.3
42061	LR	42060	R-HSA-5362721.1
42081	LR	42080	R-HSA-5362522.1
42085	LR	42084	R-HSA-5696101.1
42453	LR	42452	R-HSA-893597.1
42453	LR	42452	R-HSA-893609.1
42597	LR	42596	R-HSA-140355.1
42597	LR	42596	R-HSA-2309787.1
43389	LR	43388	R-HSA-1855202.2
43393	LR	43392	R-HSA-1855180.2
43837	LR	43836	R-HSA-192123.1
43925	LR	43924	R-HSA-196350.1
43929	LR	43928	R-HSA-193052.2
44413	LR	44412	R-HSA-2162186.3
44493	LR	44492	R-HSA-2162193.3
44565	LR	44564	R-HSA-2162192.2
44765	LR	44764	R-HSA-2162188.3
44905	LR	44904	R-HSA-3262512.2
44905	LR	44904	R-HSA-3266566.2
44905	LR	44904	R-HSA-71825.2
44961	LR	44960	R-HSA-8952873.1
45065	LR	45064	R-HSA-6803753.1
45314	RL	45312	R-HSA-2161549.2
45317	LR	45316	R-HSA-2161614.2
45753	LR	45752	R-HSA-109998.2
46041	LR	46040	R-HSA-109759.2
46041	LR	46040	R-HSA-73598.3
46045	LR	46044	R-HSA-6809808.1
46133	LR	46132	R-HSA-191983.1
46149	LR	46148	R-HSA-8866601.2
47089	LR	47088	R-HSA-193455.1
47265	LR	47264	R-HSA-389632.2
47725	LR	47724	R-HSA-6785928.2
48617	LR	48616	R-HSA-266012.1
48621	LR	48620	R-HSA-2161946.2
48645	LR	48644	R-HSA-2161613.2
50205	LR	50204	R-HSA-9018858.1
50537	LR	50536	R-HSA-2161659.2
50541	LR	50540	R-HSA-2161666.2
50545	LR	50544	R-HSA-2161735.2
50557	LR	50556	R-HSA-2161733.2
50609	LR	50608	R-HSA-2161567.2
50709	LR	50708	R-HSA-2161999.2
50822	RL	50820	R-HSA-469659.2
50833	LR	50832	R-HSA-9027607.2
50841	LR	50840	R-HSA-9020275.1
50977	LR	50976	R-HSA-879528.1
50981	LR	50980	R-HSA-879528.1
50985	LR	50984	R-HSA-879528.1
50989	LR	50988	R-HSA-879528.1
51065	LR	51064	R-HSA-176588.2
51189	LR	51188	R-HSA-1222407.2
51189	LR	51188	R-HSA-1497878.1
51189	LR	51188	R-HSA-3697855.1
51194	RL	51192	R-HSA-880053.1
51217	LR	51216	R-HSA-176631.2
51221	LR	51220	R-HSA-3301943.1
51725	LR	51724	R-HSA-6810472.1
52357	LR	52356	R-HSA-176517.2
52369	LR	52368	R-HSA-176609.2
52373	LR	52372	R-HSA-176521.2
53509	LR	53508	R-HSA-9026777.1
53509	LR	53508	R-HSA-9026780.1
53513	LR	53512	R-HSA-9026757.1
53541	LR	53540	R-HSA-9026771.1
53549	LR	53548	R-HSA-2161563.2
54913	LR	54912	R-HSA-2465921.3

